"ensembl_gene_id"	"mmusculus_homolog_ensembl_gene"	"mmusculus_homolog_associated_gene_name"	"external_gene_name"
"27938"	"ENSDARG00000111449"	NA	NA	"tmem175"
"27939"	"ENSDARG00000111326"	NA	NA	NA
"27940"	"ENSDARG00000112487"	NA	NA	NA
"27941"	"ENSDARG00000113886"	NA	NA	"fhdc3"
"27942"	"ENSDARG00000101631"	"ENSMUSG00000032314"	"Etfa"	"etfa"
"27943"	"ENSDARG00000043798"	"ENSMUSG00000024729"	"Ms4a20"	"ms4a17a.1"
"27944"	"ENSDARG00000043798"	"ENSMUSG00000024679"	"Ms4a6d"	"ms4a17a.1"
"27945"	"ENSDARG00000043798"	"ENSMUSG00000024677"	"Ms4a6b"	"ms4a17a.1"
"27946"	"ENSDARG00000043798"	"ENSMUSG00000079419"	"Ms4a6c"	"ms4a17a.1"
"27947"	"ENSDARG00000043798"	"ENSMUSG00000099398"	"Ms4a14"	"ms4a17a.1"
"27948"	"ENSDARG00000043798"	"ENSMUSG00000067571"	"Ms4a15"	"ms4a17a.1"
"27949"	"ENSDARG00000043798"	"ENSMUSG00000094584"	"Ms4a18"	"ms4a17a.1"
"27950"	"ENSDARG00000043798"	"ENSMUSG00000054523"	"Ms4a5"	"ms4a17a.1"
"27951"	"ENSDARG00000043798"	"ENSMUSG00000024672"	"Ms4a7"	"ms4a17a.1"
"27952"	"ENSDARG00000043798"	"ENSMUSG00000024731"	"Ms4a10"	"ms4a17a.1"
"27953"	"ENSDARG00000043798"	"ENSMUSG00000024728"	"Ms4a19"	"ms4a17a.1"
"27954"	"ENSDARG00000043798"	"ENSMUSG00000024673"	"Ms4a1"	"ms4a17a.1"
"27955"	"ENSDARG00000043798"	"ENSMUSG00000057240"	"Ms4a13"	"ms4a17a.1"
"27956"	"ENSDARG00000043798"	"ENSMUSG00000024680"	"Ms4a2"	"ms4a17a.1"
"27957"	"ENSDARG00000115242"	NA	NA	"meig1"
"27958"	"ENSDARG00000116407"	NA	NA	"ponzr3"
"27959"	"ENSDARG00000113338"	NA	NA	"smim4"
"27960"	"ENSDARG00000112222"	NA	NA	"eef1a1b"
"27961"	"ENSDARG00000101912"	NA	NA	NA
"27962"	"ENSDARG00000113490"	NA	NA	"nkx2.3"
"27963"	"ENSDARG00000101618"	"ENSMUSG00000017299"	"Dnttip1"	"DNTTIP1"
"27964"	"ENSDARG00000074636"	"ENSMUSG00000072825"	"Cep170b"	"CEP170B"
"27965"	"ENSDARG00000102312"	"ENSMUSG00000034533"	"Scn10a"	"scn5lab"
"27966"	"ENSDARG00000077098"	"ENSMUSG00000070332"	"Trim80"	NA
"27967"	"ENSDARG00000101967"	"ENSMUSG00000018865"	"Sult4a1"	"sult4a1"
"27968"	"ENSDARG00000099961"	"ENSMUSG00000078566"	"Bnip3"	"bnip3"
"27969"	"ENSDARG00000109786"	NA	NA	NA
"27970"	"ENSDARG00000111862"	NA	NA	"selenow2a"
"27971"	"ENSDARG00000115988"	NA	NA	NA
"27972"	"ENSDARG00000115040"	NA	NA	"cd2bp2"
"27973"	"ENSDARG00000110862"	NA	NA	"stoml1"
"27974"	"ENSDARG00000109783"	"ENSMUSG00000022790"	"Igsf11"	"igsf11"
"27975"	"ENSDARG00000116615"	NA	NA	"hapstr1b"
"27976"	"ENSDARG00000079972"	NA	NA	NA
"27977"	"ENSDARG00000088999"	"ENSMUSG00000055660"	"Mettl4"	"METTL4"
"27978"	"ENSDARG00000113063"	NA	NA	"eeig1b"
"27979"	"ENSDARG00000114857"	NA	NA	NA
"27980"	"ENSDARG00000104530"	"ENSMUSG00000040524"	"Zfp609"	"znf609b"
"27981"	"ENSDARG00000115566"	NA	NA	NA
"27982"	"ENSDARG00000112952"	NA	NA	"yap1"
"27983"	"ENSDARG00000109921"	NA	NA	"asmt2"
"27984"	"ENSDARG00000052368"	"ENSMUSG00000047547"	"Cltb"	"CLTB"
"27985"	"ENSDARG00000115810"	NA	NA	NA
"27986"	"ENSDARG00000113715"	NA	NA	"polr2c"
"27987"	"ENSDARG00000113133"	NA	NA	"mgst1.1"
"27988"	"ENSDARG00000115696"	NA	NA	"rsl1d1"
"27989"	"ENSDARG00000112077"	NA	NA	"csnk1a1"
"27990"	"ENSDARG00000113946"	NA	NA	"pvalb9"
"27991"	"ENSDARG00000116307"	NA	NA	"zgc:174260"
"27992"	"ENSDARG00000112246"	NA	NA	"wee2"
"27993"	"ENSDARG00000102305"	"ENSMUSG00000028643"	"Svbp"	"svbp"
"27994"	"ENSDARG00000099997"	NA	NA	"cox20"
"27995"	"ENSDARG00000112774"	NA	NA	"p4ha1b"
"27996"	"ENSDARG00000110579"	NA	NA	NA
"27997"	"ENSDARG00000114220"	NA	NA	"eif2b2"
"27998"	"ENSDARG00000110353"	NA	NA	"get1"
"27999"	"ENSDARG00000112006"	NA	NA	NA
"28000"	"ENSDARG00000112526"	"ENSMUSG00000034116"	"Vav1"	NA
"28001"	"ENSDARG00000114619"	NA	NA	NA
"28002"	"ENSDARG00000111803"	NA	NA	"nr2c1"
"28003"	"ENSDARG00000112023"	NA	NA	NA
"28004"	"ENSDARG00000110042"	NA	NA	"ptger1c"
"28005"	"ENSDARG00000110178"	NA	NA	NA
"28006"	"ENSDARG00000092436"	NA	NA	NA
"28007"	"ENSDARG00000086616"	NA	NA	NA
"28008"	"ENSDARG00000113770"	NA	NA	"ccdc12"
"28009"	"ENSDARG00000114438"	NA	NA	NA
"28010"	"ENSDARG00000074069"	NA	NA	"zgc:171452"
"28011"	"ENSDARG00000101150"	"ENSMUSG00000029923"	"Rab19"	"RAB19"
"28012"	"ENSDARG00000014246"	NA	NA	NA
"28013"	"ENSDARG00000116115"	NA	NA	"pdap1a"
"28014"	"ENSDARG00000061303"	"ENSMUSG00000030450"	"Oca2"	"OCA2"
"28015"	"ENSDARG00000101014"	NA	NA	"slco1f4"
"28016"	"ENSDARG00000109223"	NA	NA	NA
"28017"	"ENSDARG00000021566"	"ENSMUSG00000051596"	"Otop1"	"OTOP1"
"28018"	"ENSDARG00000112555"	NA	NA	"prr5a"
"28019"	"ENSDARG00000111538"	NA	NA	"cd37"
"28020"	"ENSDARG00000116863"	"ENSMUSG00000071656"	"Lrrn4cl"	NA
"28021"	"ENSDARG00000110500"	"ENSMUSG00000027936"	"Crtc2"	NA
"28022"	"ENSDARG00000079000"	"ENSMUSG00000043909"	"Trp53bp1"	"tp53bp1"
"28023"	"ENSDARG00000110463"	NA	NA	"pck2"
"28024"	"ENSDARG00000079839"	"ENSMUSG00000026972"	"Arrdc1"	"ARRDC1"
"28025"	"ENSDARG00000116278"	NA	NA	NA
"28026"	"ENSDARG00000110358"	NA	NA	"cfb"
"28027"	"ENSDARG00000114025"	NA	NA	NA
"28028"	"ENSDARG00000113954"	NA	NA	NA
"28029"	"ENSDARG00000114134"	NA	NA	"nasp"
"28030"	"ENSDARG00000113676"	NA	NA	"zgc:113828"
"28031"	"ENSDARG00000111288"	NA	NA	"tm9sf3"
"28032"	"ENSDARG00000109559"	NA	NA	"rasgrp3"
"28033"	"ENSDARG00000109958"	NA	NA	"gabpb2b"
"28034"	"ENSDARG00000075709"	"ENSMUSG00000026032"	"Ndufb3"	"ndufb3"
"28035"	"ENSDARG00000104765"	"ENSMUSG00000032113"	"Chek1"	"chek1"
"28036"	"ENSDARG00000098816"	NA	NA	"kcnc3b"
"28037"	"ENSDARG00000044935"	"ENSMUSG00000029445"	"Hpd"	"hpdb"
"28038"	"ENSDARG00000077330"	"ENSMUSG00000036553"	"Sh3tc1"	"SH3TC1"
"28039"	"ENSDARG00000076111"	"ENSMUSG00000036197"	"Gxylt1"	NA
"28040"	"ENSDARG00000110659"	NA	NA	"nsd2"
"28041"	"ENSDARG00000117124"	NA	NA	"zdhhc4"
"28042"	"ENSDARG00000114030"	NA	NA	NA
"28043"	"ENSDARG00000075616"	"ENSMUSG00000045996"	"Polr2k"	"polr2k"
"28044"	"ENSDARG00000032601"	"ENSMUSG00000068205"	"Macrod2"	"macrod2"
"28045"	"ENSDARG00000077590"	"ENSMUSG00000046561"	"Arsj"	"ARSJ"
"28046"	"ENSDARG00000114743"	NA	NA	NA
"28047"	"ENSDARG00000023236"	"ENSMUSG00000058248"	"Kcnh1"	"kcnh1b"
"28048"	"ENSDARG00000113508"	NA	NA	"exoc3l1"
"28049"	"ENSDARG00000103453"	"ENSMUSG00000024792"	"Zfpl1"	"zfpl1"
"28050"	"ENSDARG00000112589"	NA	NA	"ehf"
"28051"	"ENSDARG00000116596"	NA	NA	"ubac2"
"28052"	"ENSDARG00000110342"	NA	NA	"thoc6"
"28053"	"ENSDARG00000110838"	"ENSMUSG00000061298"	"Agbl4"	"AGBL4"
"28054"	"ENSDARG00000116948"	NA	NA	"thoc6"
"28055"	"ENSDARG00000115559"	NA	NA	NA
"28056"	"ENSDARG00000109793"	NA	NA	NA
"28057"	"ENSDARG00000112299"	NA	NA	"cyp19a1a"
"28058"	"ENSDARG00000052658"	"ENSMUSG00000038582"	"Pptc7"	"PPTC7"
"28059"	"ENSDARG00000077559"	"ENSMUSG00000039697"	"Ncoa7"	NA
"28060"	"ENSDARG00000074752"	"ENSMUSG00000003949"	"Hlf"	"hlfa"
"28061"	"ENSDARG00000113462"	NA	NA	"fancg"
"28062"	"ENSDARG00000112056"	"ENSMUSG00000025555"	"Farp1"	NA
"28063"	"ENSDARG00000110316"	NA	NA	"hdac3"
"28064"	"ENSDARG00000114928"	NA	NA	NA
"28065"	"ENSDARG00000079957"	NA	NA	"eloal"
"28066"	"ENSDARG00000101049"	NA	NA	NA
"28067"	"ENSDARG00000111759"	NA	NA	"ccdc62"
"28068"	"ENSDARG00000113393"	NA	NA	"golim4a"
"28069"	"ENSDARG00000116171"	NA	NA	NA
"28070"	"ENSDARG00000115806"	NA	NA	NA
"28071"	"ENSDARG00000098561"	NA	NA	"zgc:194202"
"28072"	"ENSDARG00000114072"	NA	NA	"ier5l"
"28073"	"ENSDARG00000116578"	NA	NA	"zgc:158868"
"28074"	"ENSDARG00000116613"	NA	NA	NA
"28075"	"ENSDARG00000110254"	NA	NA	"letm1"
"28076"	"ENSDARG00000101952"	"ENSMUSG00000043257"	"Pigv"	"pigv"
"28077"	"ENSDARG00000111535"	NA	NA	"sbf1"
"28078"	"ENSDARG00000102759"	"ENSMUSG00000034310"	"Tmem132d"	"TMEM132D"
"28079"	"ENSDARG00000115342"	NA	NA	"sult3st4"
"28080"	"ENSDARG00000074802"	"ENSMUSG00000026031"	"Cflar"	NA
"28081"	"ENSDARG00000111446"	NA	NA	"casp6b.2"
"28082"	"ENSDARG00000111020"	NA	NA	NA
"28083"	"ENSDARG00000115776"	NA	NA	NA
"28084"	"ENSDARG00000113847"	NA	NA	"tll1"
"28085"	"ENSDARG00000116439"	NA	NA	NA
"28086"	"ENSDARG00000058476"	"ENSMUSG00000014813"	"Stc1"	"stc1l"
"28087"	"ENSDARG00000112829"	NA	NA	NA
"28088"	"ENSDARG00000116372"	NA	NA	"uqcrq"
"28089"	"ENSDARG00000117043"	NA	NA	"pacs1a"
"28090"	"ENSDARG00000101434"	NA	NA	"slc39a3"
"28091"	"ENSDARG00000099722"	NA	NA	"zgc:153993"
"28092"	"ENSDARG00000100301"	NA	NA	NA
"28093"	"ENSDARG00000113727"	NA	NA	"tppp2"
"28094"	"ENSDARG00000115395"	NA	NA	NA
"28095"	"ENSDARG00000042881"	"ENSMUSG00000041429"	"Nthl1"	"NTHL1"
"28096"	"ENSDARG00000093508"	NA	NA	NA
"28097"	"ENSDARG00000114175"	NA	NA	NA
"28098"	"ENSDARG00000102021"	"ENSMUSG00000047227"	"Gm527"	"C17H14orf28"
"28099"	"ENSDARG00000110934"	NA	NA	"smim14"
"28100"	"ENSDARG00000076357"	NA	NA	NA
"28101"	"ENSDARG00000114496"	NA	NA	NA
"28102"	"ENSDARG00000077004"	"ENSMUSG00000030088"	"Aldh1l1"	"aldh1l1"
"28103"	"ENSDARG00000102683"	NA	NA	NA
"28104"	"ENSDARG00000116441"	NA	NA	"ssrp1a"
"28105"	"ENSDARG00000090421"	"ENSMUSG00000005057"	"Sh2b2"	"SH2B2"
"28106"	"ENSDARG00000113906"	NA	NA	NA
"28107"	"ENSDARG00000089701"	NA	NA	"trabd2a"
"28108"	"ENSDARG00000041314"	"ENSMUSG00000022354"	"Ndufb9"	"ndufb9"
"28109"	"ENSDARG00000113267"	NA	NA	"rc3h1a"
"28110"	"ENSDARG00000113657"	NA	NA	NA
"28111"	"ENSDARG00000111263"	NA	NA	"lcmt1"
"28112"	"ENSDARG00000109407"	NA	NA	"mmgt1"
"28113"	"ENSDARG00000111693"	NA	NA	NA
"28114"	"ENSDARG00000074314"	"ENSMUSG00000033991"	"Skic3"	"SKIC3"
"28115"	"ENSDARG00000110536"	NA	NA	"zgc:194443"
"28116"	"ENSDARG00000114378"	NA	NA	"exoc3"
"28117"	"ENSDARG00000112256"	"ENSMUSG00000062309"	"Rpp25"	"rpp25b"
"28118"	"ENSDARG00000104974"	"ENSMUSG00000055717"	"Slain1"	"slain1b"
"28119"	"ENSDARG00000116301"	NA	NA	"zdhhc24"
"28120"	"ENSDARG00000112371"	NA	NA	"acss2"
"28121"	"ENSDARG00000077440"	"ENSMUSG00000032714"	"Syde1"	"SYDE1"
"28122"	"ENSDARG00000076529"	"ENSMUSG00000070576"	"Mn1"	"MN1"
"28123"	"ENSDARG00000116288"	NA	NA	NA
"28124"	"ENSDARG00000099120"	NA	NA	"mafbb"
"28125"	"ENSDARG00000038456"	"ENSMUSG00000040112"	"Mrps35"	"mrps35"
"28126"	"ENSDARG00000109556"	NA	NA	"dachc"
"28127"	"ENSDARG00000078447"	"ENSMUSG00000038593"	"Tctn1"	NA
"28128"	"ENSDARG00000112271"	NA	NA	"zgc:101583"
"28129"	"ENSDARG00000101602"	"ENSMUSG00000045302"	"Preb"	"preb"
"28130"	"ENSDARG00000110288"	NA	NA	NA
"28131"	"ENSDARG00000099933"	"ENSMUSG00000020089"	"Ppa1"	"ppa1a"
"28132"	"ENSDARG00000113041"	NA	NA	NA
"28133"	"ENSDARG00000109541"	NA	NA	"tbx2a"
"28134"	"ENSDARG00000104566"	NA	NA	"foxi1"
"28135"	"ENSDARG00000113256"	NA	NA	"mylpfa"
"28136"	"ENSDARG00000068760"	"ENSMUSG00000051339"	"2900026A02Rik"	"tnks1bp1"
"28137"	"ENSDARG00000116972"	NA	NA	NA
"28138"	"ENSDARG00000079922"	"ENSMUSG00000003032"	"Klf4"	"klf4"
"28139"	"ENSDARG00000112180"	NA	NA	"zc4h2"
"28140"	"ENSDARG00000004712"	"ENSMUSG00000035033"	"Tbr1"	"tbr1b"
"28141"	"ENSDARG00000105296"	"ENSMUSG00000062444"	"Ap3b2"	"AP3B2"
"28142"	"ENSDARG00000102125"	"ENSMUSG00000041115"	"Iqsec2"	"IQSEC2"
"28143"	"ENSDARG00000116156"	NA	NA	"pex5"
"28144"	"ENSDARG00000089233"	"ENSMUSG00000036356"	"Csgalnact1"	NA
"28145"	"ENSDARG00000117048"	NA	NA	"ptpa"
"28146"	"ENSDARG00000112679"	NA	NA	NA
"28147"	"ENSDARG00000112769"	NA	NA	"chrnb3a"
"28148"	"ENSDARG00000111366"	NA	NA	"cfap298"
"28149"	"ENSDARG00000114303"	NA	NA	"zmynd10"
"28150"	"ENSDARG00000110962"	NA	NA	NA
"28151"	"ENSDARG00000114001"	NA	NA	NA
"28152"	"ENSDARG00000046019"	NA	NA	"snai1b"
"28153"	"ENSDARG00000107280"	NA	NA	NA
"28154"	"ENSDARG00000110336"	NA	NA	"gcnt4a"
"28155"	"ENSDARG00000116530"	NA	NA	"sh2d3cb"
"28156"	"ENSDARG00000110922"	NA	NA	NA
"28157"	"ENSDARG00000111397"	NA	NA	"gucy1b1"
"28158"	"ENSDARG00000116751"	NA	NA	NA
"28159"	"ENSDARG00000112881"	NA	NA	NA
"28160"	"ENSDARG00000113633"	NA	NA	"med28"
"28161"	"ENSDARG00000100132"	NA	NA	NA
"28162"	"ENSDARG00000098811"	NA	NA	NA
"28163"	"ENSDARG00000113736"	NA	NA	"cpm"
"28164"	"ENSDARG00000101848"	"ENSMUSG00000021791"	"Dydc2"	"dydc2"
"28165"	"ENSDARG00000101848"	"ENSMUSG00000021790"	"Dydc1"	"dydc2"
"28166"	"ENSDARG00000105121"	"ENSMUSG00000036800"	"Fam135b"	"FAM135B"
"28167"	"ENSDARG00000116208"	NA	NA	NA
"28168"	"ENSDARG00000109616"	NA	NA	"cntnap2b"
"28169"	"ENSDARG00000098772"	NA	NA	"gig2d"
"28170"	"ENSDARG00000111155"	NA	NA	"tnnc2.2"
"28171"	"ENSDARG00000093487"	NA	NA	NA
"28172"	"ENSDARG00000114853"	NA	NA	NA
"28173"	"ENSDARG00000113276"	NA	NA	"exosc5"
"28174"	"ENSDARG00000116792"	NA	NA	NA
"28175"	"ENSDARG00000079790"	"ENSMUSG00000021759"	"Plpp1"	"PLPP1"
"28176"	"ENSDARG00000092849"	NA	NA	NA
"28177"	"ENSDARG00000103981"	"ENSMUSG00000044243"	"Bhlha9"	"bhlha9"
"28178"	"ENSDARG00000043357"	"ENSMUSG00000005374"	"Tbl2"	"tbl2"
"28179"	"ENSDARG00000113797"	NA	NA	"cacnb3a"
"28180"	"ENSDARG00000102680"	NA	NA	NA
"28181"	"ENSDARG00000113771"	"ENSMUSG00000056073"	"Grik2"	"GRIK2"
"28182"	"ENSDARG00000113193"	NA	NA	NA
"28183"	"ENSDARG00000113400"	NA	NA	"syndig1l"
"28184"	"ENSDARG00000078761"	"ENSMUSG00000036368"	"Rmdn2"	NA
"28185"	"ENSDARG00000110104"	NA	NA	NA
"28186"	"ENSDARG00000112257"	NA	NA	"hspa14"
"28187"	"ENSDARG00000112861"	"ENSMUSG00000042129"	"Rassf4"	"RASSF4"
"28188"	"ENSDARG00000110996"	NA	NA	"tars1"
"28189"	"ENSDARG00000058857"	"ENSMUSG00000054676"	"1600014C10Rik"	"C7H19orf12"
"28190"	"ENSDARG00000113681"	NA	NA	"crygm2d12"
"28191"	"ENSDARG00000106808"	NA	NA	NA
"28192"	"ENSDARG00000113783"	NA	NA	NA
"28193"	"ENSDARG00000059387"	"ENSMUSG00000027208"	"Fgf7"	"fgf7"
"28194"	"ENSDARG00000062758"	"ENSMUSG00000035861"	"Tmprss11b"	NA
"28195"	"ENSDARG00000062758"	"ENSMUSG00000048764"	"Tmprss11f"	NA
"28196"	"ENSDARG00000062758"	"ENSMUSG00000024124"	"Prss30"	NA
"28197"	"ENSDARG00000062758"	"ENSMUSG00000045027"	"Prss22"	NA
"28198"	"ENSDARG00000062758"	"ENSMUSG00000072845"	"Tmprss11a"	NA
"28199"	"ENSDARG00000062758"	"ENSMUSG00000061259"	"Tmprss11d"	NA
"28200"	"ENSDARG00000115902"	"ENSMUSG00000009207"	"Lnpk"	"lnpa"
"28201"	"ENSDARG00000110272"	NA	NA	"ccl20b"
"28202"	"ENSDARG00000114670"	"ENSMUSG00000001403"	"Ube2c"	"ube2c"
"28203"	"ENSDARG00000099404"	NA	NA	NA
"28204"	"ENSDARG00000034207"	NA	NA	"gjc4a.1"
"28205"	"ENSDARG00000113578"	NA	NA	NA
"28206"	"ENSDARG00000069726"	"ENSMUSG00000052942"	"Glis3"	"glis3"
"28207"	"ENSDARG00000052899"	NA	NA	NA
"28208"	"ENSDARG00000102791"	NA	NA	NA
"28209"	"ENSDARG00000103102"	"ENSMUSG00000047420"	"Fam180a"	"FAM180A"
"28210"	"ENSDARG00000102561"	NA	NA	NA
"28211"	"ENSDARG00000088672"	"ENSMUSG00000030124"	"Lag3"	NA
"28212"	"ENSDARG00000088222"	"ENSMUSG00000050592"	"Fam78a"	"fam78ab"
"28213"	"ENSDARG00000114623"	NA	NA	"ppil4"
"28214"	"ENSDARG00000105181"	"ENSMUSG00000026415"	"Fcamr"	NA
"28215"	"ENSDARG00000099116"	"ENSMUSG00000034744"	"Nagk"	"nagk"
"28216"	"ENSDARG00000112581"	"ENSMUSG00000014353"	"Tmem87b"	"TMEM87B"
"28217"	"ENSDARG00000037640"	"ENSMUSG00000020897"	"Aurkb"	"aurkb"
"28218"	"ENSDARG00000112885"	NA	NA	"ctsll"
"28219"	"ENSDARG00000116680"	"ENSMUSG00000008892"	"Vdac3"	"zgc:56235"
"28220"	"ENSDARG00000114203"	NA	NA	"timm8a"
"28221"	"ENSDARG00000033861"	"ENSMUSG00000029173"	"Sepsecs"	"sepsecs"
"28222"	"ENSDARG00000117188"	NA	NA	"slc43a2b"
"28223"	"ENSDARG00000113313"	NA	NA	NA
"28224"	"ENSDARG00000091321"	"ENSMUSG00000002699"	"Lcp2"	NA
"28225"	"ENSDARG00000102660"	NA	NA	NA
"28226"	"ENSDARG00000101039"	"ENSMUSG00000033906"	"Zdhhc15"	"zdhhc15a"
"28227"	"ENSDARG00000109855"	NA	NA	NA
"28228"	"ENSDARG00000105231"	NA	NA	"kmt5aa"
"28229"	"ENSDARG00000110780"	NA	NA	"unc13a"
"28230"	"ENSDARG00000113176"	NA	NA	"cnih2"
"28231"	"ENSDARG00000111825"	NA	NA	"kat8"
"28232"	"ENSDARG00000115842"	NA	NA	"metrn"
"28233"	"ENSDARG00000035699"	"ENSMUSG00000014504"	"Srp19"	"srp19"
"28234"	"ENSDARG00000111574"	NA	NA	"adh5"
"28235"	"ENSDARG00000110497"	NA	NA	"sox19a"
"28236"	"ENSDARG00000058869"	"ENSMUSG00000031478"	"Nek3"	NA
"28237"	"ENSDARG00000111110"	"ENSMUSG00000032589"	"Bsn"	"BSN"
"28238"	"ENSDARG00000114023"	NA	NA	NA
"28239"	"ENSDARG00000109779"	NA	NA	"stom"
"28240"	"ENSDARG00000109937"	NA	NA	NA
"28241"	"ENSDARG00000104653"	"ENSMUSG00000003344"	"Btbd2"	"BTBD2"
"28242"	"ENSDARG00000101762"	"ENSMUSG00000030630"	"Fah"	"fah"
"28243"	"ENSDARG00000116795"	NA	NA	"ssuh2.2"
"28244"	"ENSDARG00000114721"	NA	NA	NA
"28245"	"ENSDARG00000098824"	"ENSMUSG00000053166"	"Cdh22"	"CDH22"
"28246"	"ENSDARG00000110005"	NA	NA	NA
"28247"	"ENSDARG00000076373"	"ENSMUSG00000037788"	"Vopp1"	NA
"28248"	"ENSDARG00000075608"	"ENSMUSG00000038244"	"Mical2"	"MICAL2"
"28249"	"ENSDARG00000104217"	"ENSMUSG00000029510"	"Gpc2"	"gpc2"
"28250"	"ENSDARG00000111725"	NA	NA	NA
"28251"	"ENSDARG00000114323"	NA	NA	"zcchc4"
"28252"	"ENSDARG00000086831"	NA	NA	NA
"28253"	"ENSDARG00000104185"	NA	NA	NA
"28254"	"ENSDARG00000098826"	"ENSMUSG00000038910"	"Plcl2"	"PLCL2"
"28255"	"ENSDARG00000109899"	NA	NA	NA
"28256"	"ENSDARG00000112290"	NA	NA	NA
"28257"	"ENSDARG00000112113"	NA	NA	"garnl3"
"28258"	"ENSDARG00000061031"	"ENSMUSG00000036766"	"Dner"	"dner"
"28259"	"ENSDARG00000115747"	NA	NA	"spryd7b"
"28260"	"ENSDARG00000111620"	NA	NA	NA
"28261"	"ENSDARG00000105008"	"ENSMUSG00000050075"	"Gpr171"	"GPR171"
"28262"	"ENSDARG00000102569"	"ENSMUSG00000025280"	"Polr3a"	"polr3a"
"28263"	"ENSDARG00000109219"	NA	NA	"taar12j"
"28264"	"ENSDARG00000030114"	"ENSMUSG00000031913"	"Vps4a"	"vps4a"
"28265"	"ENSDARG00000095217"	NA	NA	NA
"28266"	"ENSDARG00000113848"	NA	NA	NA
"28267"	"ENSDARG00000045888"	"ENSMUSG00000032047"	"Acat1"	"acat1"
"28268"	"ENSDARG00000043518"	"ENSMUSG00000026560"	"Fmo9"	"si:dkey-239i20.2"
"28269"	"ENSDARG00000110902"	NA	NA	NA
"28270"	"ENSDARG00000112049"	NA	NA	"cldn15a"
"28271"	"ENSDARG00000099645"	"ENSMUSG00000040723"	"Rcsd1"	"zgc:153184"
"28272"	"ENSDARG00000098070"	NA	NA	NA
"28273"	"ENSDARG00000102334"	"ENSMUSG00000037990"	"Sh3rf3"	"SH3RF3"
"28274"	"ENSDARG00000101776"	"ENSMUSG00000049303"	"Syt12"	"syt12"
"28275"	"ENSDARG00000100599"	NA	NA	"c1s.1"
"28276"	"ENSDARG00000112108"	NA	NA	"pimr166"
"28277"	"ENSDARG00000108298"	"ENSMUSG00000038658"	"Ric1"	"RIC1"
"28278"	"ENSDARG00000098583"	NA	NA	"wbp1"
"28279"	"ENSDARG00000028306"	"ENSMUSG00000023484"	"Prph"	"prph"
"28280"	"ENSDARG00000079508"	"ENSMUSG00000020523"	"Fam114a2"	"FAM114A2"
"28281"	"ENSDARG00000089844"	"ENSMUSG00000029426"	"Scarb2"	NA
"28282"	"ENSDARG00000101888"	"ENSMUSG00000042616"	"Oscp1"	"OSCP1"
"28283"	"ENSDARG00000116988"	NA	NA	NA
"28284"	"ENSDARG00000004898"	"ENSMUSG00000022518"	"4930562C15Rik"	"zp2l2"
"28285"	"ENSDARG00000099362"	"ENSMUSG00000031075"	"Ano1"	NA
"28286"	"ENSDARG00000111043"	NA	NA	NA
"28287"	"ENSDARG00000111644"	NA	NA	NA
"28288"	"ENSDARG00000054343"	"ENSMUSG00000022180"	"Slc7a8"	NA
"28289"	"ENSDARG00000010023"	"ENSMUSG00000038212"	"Mfsd14b"	NA
"28290"	"ENSDARG00000116404"	"ENSMUSG00000020331"	"Hcn2"	NA
"28291"	"ENSDARG00000017843"	"ENSMUSG00000018379"	"Srsf1"	"srsf1b"
"28292"	"ENSDARG00000114696"	NA	NA	NA
"28293"	"ENSDARG00000074715"	NA	NA	"stk17a"
"28294"	"ENSDARG00000074376"	"ENSMUSG00000043557"	"Mdga1"	"MDGA1"
"28295"	"ENSDARG00000104841"	"ENSMUSG00000025736"	"Jmjd8"	"JMJD8"
"28296"	"ENSDARG00000079795"	NA	NA	NA
"28297"	"ENSDARG00000078938"	NA	NA	NA
"28298"	"ENSDARG00000059090"	"ENSMUSG00000047904"	"Sstr2"	"SSTR2"
"28299"	"ENSDARG00000036282"	"ENSMUSG00000095687"	"Rnaset2a"	"rnaset2"
"28300"	"ENSDARG00000036282"	"ENSMUSG00000094724"	"Rnaset2b"	"rnaset2"
"28301"	"ENSDARG00000112228"	NA	NA	NA
"28302"	"ENSDARG00000086114"	"ENSMUSG00000058022"	"Adtrp"	NA
"28303"	"ENSDARG00000105863"	NA	NA	NA
"28304"	"ENSDARG00000079468"	"ENSMUSG00000019944"	"Rhobtb1"	"RHOBTB1"
"28305"	"ENSDARG00000114748"	NA	NA	NA
"28306"	"ENSDARG00000111190"	NA	NA	NA
"28307"	"ENSDARG00000100635"	"ENSMUSG00000026450"	"Chit1"	"chia.1"
"28308"	"ENSDARG00000113643"	"ENSMUSG00000004451"	"Ralb"	"ralbb"
"28309"	"ENSDARG00000111781"	NA	NA	NA
"28310"	"ENSDARG00000114526"	NA	NA	"dguok"
"28311"	"ENSDARG00000111939"	"ENSMUSG00000042406"	"Atf4"	"atf4a"
"28312"	"ENSDARG00000084014"	NA	NA	"5S_rRNA"
"28313"	"ENSDARG00000111439"	NA	NA	NA
"28314"	"ENSDARG00000113380"	NA	NA	NA
"28315"	"ENSDARG00000074732"	"ENSMUSG00000079598"	"Clec2l"	NA
"28316"	"ENSDARG00000074732"	"ENSMUSG00000053063"	"Clec12a"	NA
"28317"	"ENSDARG00000074732"	"ENSMUSG00000030162"	"Olr1"	NA
"28318"	"ENSDARG00000074732"	"ENSMUSG00000046080"	"Clec9a"	NA
"28319"	"ENSDARG00000074732"	"ENSMUSG00000079299"	"Klrb1"	NA
